company,event_date,collected_at,event_type,risk_category,severity,confidence_score,matched_keywords,signal_type,rule_signal_type,final_signal_type,ml_signal_type,ml_confidence,description,source_url,source,ai_summary,ai_explanation
Ambipar,2025-10-21 18:53:17,2026-04-30T03:33:14.834636,news_signal,CREDIT_LIQUIDITY,2,0.6,bankruptcy,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,0.31,Ambipar Sinks After Filing For Bankruptcy On Two Continents - Finimize,https://news.google.com/rss/articles/CBMikgFBVV95cUxNdnFnSmE4dzQ5RERwT29aY01HNWJXOEdneGhpUk5wNVNWQnp1cEZIQ2JBR2ZqYktncWMtMGRTaUhhcnZCcl9WRHJodWVCQ2I4TEs5TmRzOEpWR3lrbzRJT2lzT1c4SWdQRVp4X09zakdlMzlzZW1vMFpoRk03T3hLUjVwRHlVN3JGTEhBWEY2eVVIZw?oc=5,Google News RSS,,
Ambipar,2025-10-23 07:00:00,2026-04-30T03:33:14.834636,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.41,From First Brands to Ambipar: latest flashpoints in credit markets - TradingView,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPZUNNY19fUHZaVEpXbXlMOEdURjMxQUtsRFFSWkZpaHN4dFFLeUJybVo0X2FDUHNIMUFSX1NKeUxsVHUxb3c3T1psTTEwRHZWNWoxNEkyaGRDWlF0MkxSRmV0RnNYS0wtZWp4NHZCYTZJZjFZU2ZkS3pTUTItSTVHV3ZHWWtQLVlRNmZTbjJSaGtwVjdtN1FPVk1IRzczUTU5RXB5QzJpWERPQkdvNDdrSUk4VTlFdE9lU1J2NTkyMUlhS3NkNGd4SWthUnBuY2xI?oc=5,Google News RSS,,
Ambipar,2025-12-18 08:00:00,2026-04-30T03:33:14.834636,news_signal,CREDIT_LIQUIDITY,4,0.7999999999999999,"creditor, creditors",RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,0.41,Ambipar creditors warn of conflict between U.S. and Brazil court cases - Valor International,https://news.google.com/rss/articles/CBMi0gFBVV95cUxQdVRqTEEzNGNxLXEtSEVIT2NBX0ZKNmVpVTlwSjhQM2NwQ1A0SXFQVkw2a0JubGhyZl8wNi1ZcjI0bzRrNXdHSWJGdWpyczNnRnlIRHhzVmdnVFdoRGtWTUN0Q2tBaTRVQ2xyTlFWa0Z3Q0FPQnhZdEZVSUp6Q2VKdHZQalM0c1BTZ1dLcVlYUEZaNWFsVGNqNE1rbVI5ZXptQ1o0ei14aHlTUUNBeVJJRk1iX1AwTjN0ZlBQeWVuVEJHT1hkenB2N3drNm5VMDZJeVHSAeABQVVfeXFMT2VNamNZRVhybFMxRlZpdHVIdGtGaUIzeVRQbnZVWUNQSWhFUEdkS0xZRnlRUllnbXB2NXV5Y2VyMWI0Q1dlZGllYy1vR040dXgzSHVCX0QtaWNlNGJpYUphc1oyVUVkSTYxQ3JHQkRTXzhTRUp3Y1RTT1d0VkZvM2theVhIemdDbklkX3o0YnVrNDNFa0dlb0hvLVU2QTlUWFJXRTRZdXVxTjRNZkNrM2t5RlB0MGpqUDA5dDRBRlI5YkxoVWw5cEJSbndibmxjZTcxUzY3SlJwdnZ1WThfTXk?oc=5,Google News RSS,Ambipar creditors are warning of potential conflict between court cases in the US and Brazil regarding the company's financial issues.,"This news could represent a corporate risk for several reasons:

1. **Cross-border litigation**: The fact that there are multiple court cases involving Ambipar creditors, one in the US and another in Brazil, suggests that the company may be facing complex and potentially conflicting legal challenges. This can increase the risk of costly and time-consuming disputes, which could impact the company's finances and reputation.
2. **Litigation costs**: Cross-border litigation often involves higher costs due to differences in legal systems, language, and jurisdictional requirements. The added complexity of navigating both US and Brazilian laws could lead to increased legal fees, which could be a significant burden for the company.
3. **Reputation risk**: Disputes between creditors can damage a company's reputation, particularly if it is perceived as unfair or biased towards one party over another. This could impact the company's relationships with stakeholders, customers, and investors, ultimately affecting its bottom line.
4. **Financial implications**: The outcome of these court cases could have significant financial implications for Ambipar, including potential losses, debt restructuring, or even bankruptcy. If the company is unable to resolve these disputes efficiently, it may struggle to maintain liquidity or access capital in the future.
5. **Regulatory risks**: Depending on the nature of the disputes, there may be regulatory considerations at play, such as compliance with local laws and regulations. Failure to comply could result in additional fines, penalties, or even suspension of operations.

Overall, this news highlights the potential for Ambipar to face significant corporate risks associated with cross-border litigation, including increased costs, reputational damage, financial implications, and regulatory concerns."
Ambipar,2026-04-28 13:42:00,2026-04-30T03:33:14.834636,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.41,Ambipar Participações e Empreendimentos stock (BRAMBPACNOR6): Why environmental services strength - AD HOC NEWS,https://news.google.com/rss/articles/CBMivgFBVV95cUxON2VJZ3JWSHpFLUJMVXR1RDZJb3M1TnkzYXphX0ZaRW1kR1Z1V0tabWx6bFRWMlNGVG9NWnZnWFc3cmxQb2tsaTFGaG9uMGllLWl4Q3U5aXFoMUFWakswQXNCV3VzZkllYWg1NjBrdjRtMTNVUjRzYVlpck1ZLXg4UndKT0p6SnBmOUhrcnVwTTJOYjN1ckxTVGU4ekxLc01TcnlDUDRwMENOY1o3S21fRFFPTVJxdmJhanRRVDNn?oc=5,Google News RSS,,
Ambipar,2025-01-16 08:00:00,2026-04-30T03:33:14.834636,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.38,"Brazil’s Ambipar, UAE’s Edge Group partner up - Agência de Notícias Brasil-Árabe - ANBA",https://news.google.com/rss/articles/CBMidEFVX3lxTE1mNUtVLWZLZXhLMDNETTQ2M3pDLUl3SHk1WnF3VHdYUWVYQ3pTVWVlWWJ1ZHRIMDBDakEzQnlJZ01WU2xtTEduS3RISm1sTzVLQTRFX1BaSG16YXhZYTUwWU05ZzR4X3VidmtPMUQ4ZFJpYWEy?oc=5,Google News RSS,,
Banco Master,2026-04-09 07:00:00,2026-04-30T03:33:14.834636,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.4,Brazil Banks Weigh Shifts to Insurance Fund After Banco Master - Bloomberg,https://news.google.com/rss/articles/CBMiswFBVV95cUxNUHliWUpGVWdsaGVEYVR4dlQ5cDk4b1A5Q3FjbVoyM3RNQlJxNWktVVc2UUxPcktldExPVzBDNklJYXZKNHhvVjlLT2FwM2dYLTNDUkRaOHc2bkc5eHdGSVl2Y0dCX0E4OUtBUFRCTmJqZHItTXBhZUZsemFtVVZYQ2ZzbkhrNGcyMkY4Uk9iVHJLTHdhdjRVdjIwQlBKdlN6ZU9za24xcmVRcm53NWk2NXZuYw?oc=5,Google News RSS,,
Banco Master,2026-04-13 07:00:00,2026-04-30T03:33:14.834636,news_signal,GENERAL,1,0.1,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,RISK_SIGNAL,0.37,Brazil Deposit Guarantor Holds Off on BRB Loan Amid Banco Master Risk - Bloomberg,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOT2tBWFNTM0hpU0Z4eTFLUjNqUXVOLU84SHBsdk9ObWktRktYS3NSeWtSbnRiU1FSRWV6RklQNklsbnRzTWhHS1NGdDBwSTkxLXF5VmhTNHEtcHlSMTVndV9ZeERqeWRzMmtZdGFZcXpEbW9BblNHWUhRd0ctRWxLbHMxcHJDOEZjQVhULVdjaEhmblpvVnNjSTdCMmZvZVJZUF84a0h3T19OQU0?oc=5,Google News RSS,,
Banco Master,2026-03-05 08:00:00,2026-04-30T03:33:14.834636,news_signal,FINANCIAL_SYSTEM_RISK,5,1.0,"probe, central bank",CRITICAL_SIGNAL,CRITICAL_SIGNAL,CRITICAL_SIGNAL,CRITICAL_SIGNAL,0.71,Brazil rocked by probe of central bankers aiding failed Banco Master - Reuters,https://news.google.com/rss/articles/CBMitwFBVV95cUxQeDVub0N0cFFFbmVLbEZWZmd5TUhBRjRKNmJXRDdLcFdEb2F0MXlHT2FzN2czc25EZVc5dGdHSTZZd2JzTmZmX251OHBYMmRxNUZDc0ttcVlhWTVyUDNMS0RVUU5LMHdRa0NfcFc5WnVyODcxTmx5cUVEcEVoelVvRnpTQzVQS2FuWVdfQkswUDBBU3FCNDhCcDYtVWlIWHlpMVUtSjlhQWpOWDBBR0puQ0RIREVaTDQ?oc=5,Google News RSS,Brazil's central bankers are under investigation for allegedly facilitating the collapse of failed bank Banco Master.,
Banco Master,2026-01-23 08:00:00,2026-04-30T03:33:14.834636,news_signal,LEGAL_REGULATORY,2,0.5,probe,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,CRITICAL_SIGNAL,0.37,Brazilian police target Rio pension fund as Banco Master probe grows - Pensions & Investments,https://news.google.com/rss/articles/CBMirwFBVV95cUxPMkk1MUlFMlNHbjhDczNLUUlRdEZMNkozUkI4dmNYVDVWcWpFOW9jeHlQOXZUbzNkZnY2dzBjU25QbWJVbllrdE0xMUw1bWJqcVVLWHVzUl9HTW1RcU5TeFJXbE1JZjIwRUFSZUdZVTFXZU52WXduQVRrTjdBVmhJNVdvMVU4elpHQ0tZNFZYalBibXhFaFNRaHNqRThrZW1hRDdHY1M0WXB6cFI2TVZv?oc=5,Google News RSS,,
Banco Master,2026-01-21 08:00:00,2026-04-30T03:33:14.834636,news_signal,FINANCIAL_SYSTEM_RISK,5,1.0,"fraud, probe",CRITICAL_SIGNAL,CRITICAL_SIGNAL,CRITICAL_SIGNAL,CRITICAL_SIGNAL,0.34,The Banco Master case: The $2 billion fraud probe that is shaking Brazil - EL PAÍS English,https://news.google.com/rss/articles/CBMixgFBVV95cUxPeWpsUWVaZVFCenlmZjNPcU92aWxvQkVIS1NQRS02SzIyY3lnQnVHd2tpS2t1N0JQZ2VGZnJlY0lsVTdBaEFsRnJWWVhmUy1NUENkbWhMekt1cWp5alpxRzF4RUtjbkNsbkZRdzNTcGxSREJBTGQ5WHh1M0QwbHQtblNaTzRTcm15U0ZkaUgxVkxaYkNGUVZzbmNHSVBVSXBVWGN2YUpROVFHdEl3N1RZWVQxZlNOMmJWTW5jY1dhd1M1dWlqLUHSAdoBQVVfeXFMTmlRMVJzdHhYRDg1aTE1dWJVcUFWcVpycm80Z3BBQkJRZXFZQ0tGTGlyR3NzbFoyMms1SjN3ZzdqcHJuWU9tdVJETXdxRllINkpyUm80WG9RZjhhazRWVHJzUEtuQngzSzFycXRHa2RoTThoUVlKbDVqRzdkNUpWRkF6RGhXcW1TS3Jxdk1pRXhhZUUxQ09uRzRIanFOaVFjZG5nandRamtEb0lDdDlJRFRnakNta1RqSmVjVUg3dHdMay1PdGJxZmt5LV93aVVMM3RrQm5UVTNIeWc?oc=5,Google News RSS,"A massive $2 billion fraud probe, known as the Banco Master case, is currently underway in Brazil.","This news article could represent a corporate risk for several reasons:

1. **Regulatory scrutiny**: The article mentions a $2 billion fraud probe, which suggests that the Brazilian authorities are investigating the bank's financial dealings. This level of regulatory attention can lead to increased scrutiny, fines, and reputational damage, all of which can impact the bank's bottom line.

2. **Reputation damage**: A large-scale fraud investigation like this one can tarnish a bank's reputation, making it harder for them to attract customers, investors, and talent in the future.

3. **Financial penalties**: If found guilty, Banco Master could face significant financial penalties, including fines, restitution, or even dissolution of the bank. These costs could be substantial and would likely have a negative impact on the bank's profitability.

4. **Impact on lending business**: A fraud probe can also raise questions about the bank's lending practices, which could lead to reduced lending volumes or stricter lending standards. This could negatively affect the bank's revenue and growth prospects.

5. **Investor confidence**: The news of a large-scale fraud investigation may impact investor confidence in Banco Master, leading to decreased stock prices, higher borrowing costs, or even a loss of investment.

6. **Systemic risk**: In Brazil, banks play a critical role in the country's financial system. A major bank like Banco Master is at the center of this investigation, which could have systemic implications for the entire financial sector, affecting the stability and confidence in the Brazilian economy.

Overall, the news article highlights the potential risks associated with corporate malfeasance, regulatory scrutiny, and reputational damage, all of which can impact a company's bottom line, growth prospects, and overall success."
Banco Master,2026-01-20 08:00:00,2026-04-30T03:33:14.834636,news_signal,CREDIT_LIQUIDITY,2,0.6,liquidity,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,0.37,Reimbursement of Banco Master CDBs injects extra liquidity in market - Valor International,https://news.google.com/rss/articles/CBMi0AFBVV95cUxQZzJwbmpjejFWRE11VXI3TG1lWmRuX1U2aW4yb3UxN25NVU9ZQzNYUXRjMElfcW9qWkxTWjVNdTJoMDJLSVBsOXRiVFZRWDhHZldkQkRCb2RkV2hHdjFDNWJ5UkxJWWJZVUpSMlRtNkhWZXB1OEt0SmlQVlE3N3o2aFE2NjNjNlEyN3hVWXQyUHMyYk9mX2NZX1FIekJTV0pXSlBtcEttWXcxLXVXNVc0X3dqaTc5SkVGR1JNQzZzR1E5bEEyalRBUVZPRVNfeERR0gHfAUFVX3lxTE1MdXI3S1VKZDB0X1NFT1FhYXF3dHAyTWN2Nk5ZSG5QYTNPdjVYUEhrTzRqWmo5TWg3bmtzNW13eFIxTEZWZTlTWmwwdDNaUTNjMmw2cWVFVkRtdDlYRHdENmptbjF2aDkzU0NKcE1XOUQ4ZmZScWZ2cm41eXZ4YXpLUXZSVDR4elQtMmVkdDlLTThnSjVKLTJONkdNenZaUEV4WHZ5VzAtNWg3MVBEODR5TEJMeDRMNWltRkJmU1RhZVRtcGxCSXVzOFExcUNyc0Z0Y2lyaFh0TUROckVBTTA?oc=5,Google News RSS,,
Banco Master,2026-02-09 08:00:00,2026-04-30T03:33:14.834636,news_signal,REPUTATIONAL,4,0.7,"scandal, bc",RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,WEAK_SIGNAL,0.32,Banco Master: The Scandal Shaking Up the Lula Sphere Ahead of Brazil Elections - ColombiaOne.com,https://news.google.com/rss/articles/CBMiigFBVV95cUxNR2NETklteEU1NEVmUjdUM0lRcmpxYXUteVAwelhGTWVxSF93NHdEaWVoaWhabDMxNGRJOWtpY3JBdWZwMU1BclB0S0FGUkZzVngweFVrZndMZHVBbmt0U1lLODY5dXJvbVBqT3dFYlhlLW5raDd4UEw3WDRpQ3U5ZWxuYUhnSUJoNGc?oc=5,Google News RSS,"A scandal involving Banco Master is causing a stir in Brazil ahead of the country's upcoming elections, potentially affecting President Luiz Inácio Lula da Silva's campaign.","This news article appears to suggest that Banco Master, a Brazilian bank, is embroiled in a scandal related to President Luiz Inácio Lula da Silva's (Lula) financial dealings. Given this context, here are some reasons why this news could represent a corporate risk:

1. **Reputational Damage**: A scandal surrounding a high-profile politician like Lula could reflect poorly on Banco Master, damaging its reputation and potentially deterring customers, investors, or business partners.
2. **Election Interference**: If the scandal involves allegations of corruption or impropriety related to campaign financing or influence peddling, it could raise concerns about the bank's independence and impartiality, particularly in a country where politics is closely tied to finance.
3. **Regulatory Scrutiny**: Brazilian regulators may launch an investigation into Banco Master's role in the scandal, which could lead to increased scrutiny, fines, or even sanctions. This could impact the bank's ability to operate normally and maintain its licensing status.
4. **Loss of Confidence**: Investors, customers, and other stakeholders may lose confidence in Banco Master due to the perceived link to corruption or impropriety, leading to a decline in share prices, deposits, or loan applications.
5. **Global Reputation Impact**: As a major financial institution, Banco Master's actions (or lack thereof) may be viewed as representative of the broader Brazilian banking sector, potentially harming its global reputation and relationships with international clients and partners.

Overall, this news could represent a corporate risk for Banco Master due to its potential impact on the bank's reputation, regulatory compliance, and stakeholder confidence."
